"extension","force_f","retraction","force_r"
4401.475445,-8670.960823,4402.289784,-8750.084198
4401.589672,-8666.903214,4402.400847,-8750.084198
4401.703885,-8666.903214,4402.511899,-8746.026589
4401.818084,-8668.932018,4402.622941,-8750.084198
4401.932269,-8664.874409,4402.733974,-8754.141807
4402.046441,-8662.845605,4402.844996,-8748.055393
4402.160599,-8666.903214,4402.956008,-8748.055393
4402.274742,-8662.845605,4403.06701,-8748.055393
4402.388873,-8662.845605,4403.178003,-8752.113002
4402.502989,-8664.874409,4403.288985,-8748.055393
4402.617092,-8660.8168,4403.399957,-8746.026589
4402.731181,-8662.845605,4403.51092,-8748.055393
4402.845256,-8666.903214,4403.621872,-8748.055393
4402.959317,-8668.932018,4403.732815,-8746.026589
4403.073365,-8670.960823,4403.843747,-8743.997784
4403.187399,-8668.932018,4403.95467,-8743.997784
4403.301419,-8670.960823,4404.065583,-8748.055393
4403.415426,-8672.989627,4404.176486,-8743.997784
4403.529419,-8672.989627,4404.287379,-8743.997784
4403.643398,-8675.018432,4404.398262,-8741.96898
4403.757364,-8677.047236,4404.509135,-8741.96898
4403.871316,-8679.076041,4404.619998,-8741.96898
4403.985254,-8681.104845,4404.730852,-8741.96898
4404.099179,-8681.104845,4404.841696,-8737.911371
4404.21309,-8681.104845,4404.952529,-8735.882566
4404.326988,-8681.104845,4405.063353,-8731.824957
4404.440872,-8681.104845,4405.174168,-8729.796153
4404.554742,-8681.104845,4405.284972,-8729.796153
4404.668599,-8679.076041,4405.395767,-8725.738544
4404.782442,-8679.076041,4405.506552,-8727.767348
4404.896272,-8679.076041,4405.617327,-8727.767348
4405.010088,-8681.104845,4405.728092,-8725.738544
4405.123891,-8681.104845,4405.838848,-8727.767348
4405.23768,-8689.220063,4405.949594,-8729.796153
4405.351456,-8687.191258,4406.06033,-8733.853762
4405.465218,-8693.277672,4406.171056,-8731.824957
4405.578967,-8689.220063,4406.281773,-8733.853762
4405.692703,-8693.277672,4406.39248,-8735.882566
4405.806425,-8693.277672,4406.503177,-8733.853762
4405.920133,-8695.306476,4406.613865,-8733.853762
4406.033828,-8701.39289,4406.724543,-8727.767348
4406.14751,-8697.335281,4406.835211,-8721.680935
4406.261178,-8701.39289,4406.94587,-8723.709739
4406.374833,-8701.39289,4407.056519,-8719.65213
4406.488475,-8695.306476,4407.167159,-8717.623326
4406.602103,-8695.306476,4407.277788,-8715.594521
4406.715718,-8693.277672,4407.388409,-8715.594521
4406.829319,-8695.306476,4407.499019,-8717.623326
4406.942907,-8693.277672,4407.60962,-8717.623326
4407.056482,-8687.191258,4407.720212,-8723.709739
4407.170044,-8687.191258,4407.830794,-8727.767348
